project,technique,precision,recall,wasted,bug id,original score percentage,f-score,expense,t-score,cost,exam-score,bug index,changed files,changed functions,ranked name MRR,ranked name avg similarity
Codec,220_sigmuid,0.33117303809585835,0.33117303809585835,1.0,231,0.2,0.33117303809585835,50.0,50.0,0.5,50.0,46,1,1,ranked 4,ranked 21
Codec,240_sigmuid,0.25720108648619433,0.25720108648619433,1.0,231,0.2,0.25720108648619433,50.0,50.0,0.5,50.0,46,1,1,ranked 8,ranked 12
Codec,260_sigmuid,0.433744407919403,0.433744407919403,1.0,231,0.2,0.433744407919403,50.0,50.0,0.5,50.0,46,1,1,ranked 13,ranked 6
Codec,280_sigmuid,0.3545351167847241,0.3545351167847241,1.0,231,0.2,0.35453511678472416,50.0,50.0,0.5,50.0,46,1,1,ranked 10,ranked 9
Codec,300_sigmuid,0.3110922872279992,0.3110922872279992,1.0,231,0.2,0.3110922872279992,50.0,50.0,0.5,50.0,46,1,1,ranked 27,ranked 10
Codec,320_sigmuid,0.31765758812764794,0.31765758812764794,1.0,231,0.2,0.31765758812764794,50.0,50.0,0.5,50.0,46,1,1,ranked 21,ranked 11
Codec,340_sigmuid,0.35174631548430746,0.35174631548430746,1.0,231,0.2,0.35174631548430746,50.0,50.0,0.5,50.0,46,1,1,ranked 17,ranked 17
Codec,360_sigmuid,0.3136719807775479,0.3136719807775479,1.0,231,0.2,0.3136719807775479,50.0,50.0,0.5,50.0,46,1,1,ranked 18,ranked 25
Codec,380_sigmuid,0.2992704091783823,0.2992704091783823,1.0,231,0.2,0.2992704091783823,50.0,50.0,0.5,50.0,46,1,1,ranked 30,ranked 18
Codec,400_sigmuid,0.31234883725310464,0.31234883725310464,1.0,231,0.2,0.31234883725310464,50.0,50.0,0.5,50.0,46,1,1,ranked 19,ranked 23
Codec,420_sigmuid,0.31234883725310464,0.31234883725310464,1.0,231,0.2,0.31234883725310464,50.0,50.0,0.5,50.0,46,1,1,ranked 22,ranked 15
Codec,440_sigmuid,0.3136088353971205,0.3136088353971205,1.0,231,0.2,0.3136088353971205,50.0,50.0,0.5,50.0,46,1,1,ranked 28,ranked 13
Codec,460_sigmuid,0.30179879297835654,0.30179879297835654,1.0,231,0.2,0.30179879297835654,50.0,50.0,0.5,50.0,46,1,1,ranked 25,ranked 26
Codec,480_sigmuid,0.31228551181209385,0.31228551181209385,1.0,231,0.2,0.31228551181209385,50.0,50.0,0.5,50.0,46,1,1,ranked 26,ranked 20
Codec,500_sigmuid,0.32160508079037664,0.32160508079037664,1.0,231,0.2,0.32160508079037664,50.0,50.0,0.5,50.0,46,1,1,ranked 6,ranked 30
